sale_post_id,brand_id,model_id,version_id,title,description,price,year,odo,location,status
47,29.0,160.0,649.0,Mazda 3 1.5L Luxury - 2019,"Cần bán Mazda 3 Luxury sản xuất và đăng kí 2019

1 chủ đi từ mới odo 7 vạn zin

Tên tư nhân biển Hà Nội

Cam kết không lỗi nhỏ

Liên hệ em",455000000,2019,70000,Ecolife 58 Tố Hữu Hà Nội,active
48,24.0,118.0,456.0,Kia Carnival Signature 2.2D - 2022,"Kia Carnival 2.2D Signature 7S 2022 Full Option

* Xe gia đình, 7 chỗ, rộng rãi, sang trọng, tiện nghi

* Động cơ dầu 2.2L - Hộp số tự động 8 cấp


 Xe màu Trắng - Nội thất Nâu 

 Sản xuất 2022

 ODO: 3v km


 Trang bị options: Đèn Full Led, Mâm 19 inch, Cửa trượt điện thông minh, Cốp sau chỉnh điện, 2 Cửa sổ trời toàn cảnh, Điều hòa tự động ba vùng độc lập, Sạc điện thoại không dây, Màn hình hiển thị đa thông tin, Màn hình giải trí cảm ứng cỡ lớn 12.3 inch có thể kết nối Apple CarPlay, Android Auto, Bluetooth, Hệ thống 12 loa Bose, Khởi động từ xa,... 


 Trang bị an toàn: 7 túi khí, Hệ thống phanh khẩn cấp, Cảnh báo điểm mù, Cảnh báo phương tiện cắt ngang, hỗ trợ đỗ xe thông minh, Camera 360 độ, Cảm biến trước sau, Cảnh báo áp suất lốp, phanh tay điện tử.... 


 Trang bị thêm: Phim cách nhiệt, thảm lót sàn...


- Cam kết ko đâm đụng, ko ngập nước

- Động cơ, hộp số nguyên bản

- Bảo hành 3 tháng hoặc 5000 km khi bán ra

- Bao test hãng, giao xe toàn quốc

* Tặng gói phủ Ceramic hiệu ứng lá sen cao cấp 


Hỗ trợ vay ngân hàng tối đa 60-70% với lãi suất tốt nhất",1319000000,2022,30000,"Nguyễn Thị Định, Thạnh Mỹ Lợi, Thủ Đức TP HCM 
								 Xem gian hàng  ⇨",active
49,48.0,298.0,1203.0,VinFast Lux SA 2.0 AT - 2022,"Lux SA bản base sản xuất 2022 chạy chuẩn hơn 50.000 km cực đẹp và mới.


✓Bao rút hồ sơ gốc - Hoặc hỗ trợ sang tên ra biển cho khách hàng

✓Bảo hành sau bán cho khách hàng 2 năm về khung gầm , máy số động cơ của xe

✓Cam kết xe không được đâm đụng, tai nạn, ngập nước, thuỷ kích & xe nguyên zin nguyên bản & bao khách hàng check test hãng hoặc bất kỳ đơn vị check test nào khách hàng chỉ định

✓Cam kết không tua lại số odo km và bảo hành km là km zin cho khách hàng

✓Hỗ trợ trao đổi bù trừ hợp lí xe đã qua sử dụng

✓Hỗ trợ trả góp ngân hàng đến 70% giá trị xe toàn quốc

✓Miễn phí vận chuyển tối đa 300 km đối với những khách hàng đặt cọc online từ xa nếu xe check test k đúng cam kết sẽ chịu mọi chi phí liên quan .

Trân trọng!",715000000,2022,50000,"xã Tân Dương, huyện Thuỷ Nguyên Hải Phòng 
								 Xem gian hàng  ⇨",active
50,30.0,169.0,726.0,Mercedes Benz C class C300 AMG - 2024,"Mercedes C300 2024

Xe gia đình mới mua, sử dụng cực ít. Đổi chỗ ở nên cần bán gấp

Liện hệ để xem xe trực tiếp",1939000000,2024,400,Minh Khai - Quận Hai Ba Trung Hà Nội,active
51,47.0,272.0,1084.0,Toyota Fortuner 2.8V 4x4 AT - 2019,"Fortuner 2019 bản cao cấp nhất

- Máy dầu 2 cầu 4WD 2.8L Diesel

- Nhập Indo, cá nhân biển Hà Nội, màu đen, nội thất nâu, da cao cấp


- Động cơ, hộp số nguyên bản (không ngập nước, tai nạn, thủy kích)

- Pháp lý rõ ràng (không tranh chấp, cầm cố, phạt nguội)

- Odo ~ 7 vạn. Bảo dưỡng chính hãng. Không 1 ngày dịch vụ. Lốp theo xe 2019, sơ cua chưa hạ


- KHUYẾN KHÍCH các bạn mang xe đến Đại Lý Chính Hãng để kiểm tra chất lượng cho minh bạch, an tâm!

- Thiện chí trực tiếp có thương lượng

- Cảm ơn đã xem tin!",890000000,2019,65000,"270 Nguyễn Xiển, Thanh Xuân, Hà Nội Hà Nội 
														Website: autocar.bonbanh.com",active
52,47.0,292.0,1174.0,Toyota Vios 1.5G - 2018,"Toyota Vios G 2018, model 2019

- Bản cao nhất: 7 túi khí, điều hòa tự động, đèn Led Day Light - Bixenon, nột thất kem, mâm đúc, vô lăng tích hợp, chìa Smartkey,..

- Nguyên bản hết từ: Động cơ, hộp số, khung gầm, keo chỉ, cột kèo..

- Khuyến khích test Hãng hoặc Gara bất kỳ theo yêu cầu người mua

- Thiện chí trực tiếp có thương lượng

Cảm ơn đã xem tin!",390000000,2018,83000,"270 Nguyễn Xiển, Thanh Xuân, Hà Nội Hà Nội 
														Website: autocar.bonbanh.com",active
53,24.0,129.0,513.0,Kia Rondo GAT Deluxe - 2019,"Kia Rondo 2019 GAT 2.0L

- 7 chỗ số tự động máy xăng, động cơ 2.0 có chế độ Eco

- Tên cá nhân, biển số thành phố, màu trắng, nội thất da màu kem be

- Trang bị: Điều hòa tự động 2 vùng, đèn Led-Day/Light, Bi-xenon, cửa gió điều hòa sau, vô lăng tích hợp, gảy số thể thao, ga tự động. Màn giải trí Car Play/camera lùi/camera hành trình, phanh đĩa ABS 4 bánh,..

- Máy số sùng chỉ kính zin. Nội thất nguyên bản từ vô lăng, đấm số, ghế da, trần nỉ

- Test Hãng hoặc Gara bất kỳ theo yêu cầu người mua

- Thiện chí trực tiếp có thương lượng

- Cảm ơn đã xem tin!",425000000,2019,79000,"270 Nguyễn Xiển, Thanh Xuân, Hà Nội Hà Nội 
														Website: autocar.bonbanh.com",active
54,30.0,176.0,765.0,Mercedes Benz GLC 200 - 2020,"PHÁT LỘC AUTO bán xe MERCEDES GLC 200 sản xuất 2020 giá cực tốt!

Odo: 5 vạn mile (cam kết km zin)

Xe độ option lên hơn 100tr: bộ lazang AMG của GLC 300; loa Burmester; cửa hít; màn hình trung tâm 4D;...v.v

Xe tên công ty 1 chủ mua từ mới xuất hoá đơn VAT 500tr.

PHÁT LỘC AUTO cam kết xe không đâm đụng ngập nước; Hỗ trợ mua bán trả góp lên tới 75% giá trị xe, lãi suất vay ưu đãi.

Bao check test toàn quốc.

Quý khách vui lòng liên hệ trực tiếp để được tư vấn và có mức giá tốt nhất!",1190000000,2020,50000,"Số 119 Lê Văn Lương, Nhân Chính, Thanh Xuân Hà Nội 
														Website: phatlocauto.bonbanh.com",active
55,29.0,162.0,678.0,Mazda BT50 Luxury 2.2L 4x2 AT - 2019,"Madaz bt50_2.2_4x2_ AT_xs:2019 xe chạy 9v zin km lốp zin còn 2 quả theo xe,sơ cua hạ.

✓ xe đã trang bị màn hình giải trí ,cam lùi ,camera hành trình đầy đủ…vv

✓ Xe đã lên nắp thùng kín

✓Fom căng. Khung gầm, máy số, keo chỉ zin. Cam kết bằng văn bản không đâm đụng thủy kích, .

Bao check test bất kì Hãng, Gara nào tuỳ ý!",455000000,2019,90000,Tp thái bình Thái Bình,active
56,29.0,162.0,673.0,Mazda BT50 2.2L 4x2 AT - 2016,"XE MỚI VỀ MAZDA BT50

✔ Sản xuất : 2016 - Nhập Thái; Động cơ 2.2AT

✔Chạy : 13283KM

✔ Cam kết Hợp pháp về an ninh giấy tờ, không đâm đụng, không ngập nước, bao phạt nguội.

✔Qúy khách có nhu cầu xem xe và trao đổi thêm về giá gọi số hotline:",365000000,2016,130000,Tp thái bình Thái Bình,active
57,24.0,123.0,488.0,Kia Morning Deluxe - 2021,"Xe Morning 2021 bản delux AT màu đỏ 1 chủ từ đầu

Xe đã lên màn hình, dán phim, trải sàn da lên nhiều đồ

Sơn zin 99% 

Check test toàn quốc

Ai mua về dùng xin vui lòng liên hệ",310000000,2021,80000,Tp thái bình Thái Bình,active
58,15.0,57.0,170.0,Ford Everest Titanium 2.2L 4x2 AT - 2017,"Ford Everest titanium 4X2AT, xe được kiểm tra theo quy trình 167 điểm của ford, xe cam kết không đâm đụng, không thủy kích, xe nữ chạy nên giữ gìn rất kỹ",729000000,2017,0,"785 Kinh Dương Vương, P. An Lạc, Q. Bình Tân TP HCM",active
59,47.0,267.0,1038.0,Toyota Camry 2.0Q - 2024,"Toyota Camry 2.0 Q 1 phiên bản đẳng cấp và tiết kiệm, xe đẹp không 1 lỗi nhỏ, máy móc nguyên zin, không có nhu cầu sử dụng nên thanh lý",1199000000,2024,6800,"785 Kinh Dương Vương, P. An Lạc, Q. Bình Tân TP HCM",active
60,15.0,64.0,210.0,Ford Ranger XLS 2.2L 4x2 MT - 2019,"Ford Ranger XLS 4X2 MT, xe được kiểm tra 167 điểm Theo tiêu chuẩn của ford việt nam, xe máy móc nguyên zin,xe cam kết không đâm đụng, không thủy kích, không tua km",469000000,2019,91000,"785 Kinh Dương Vương, P. An Lạc, Q. Bình Tân TP HCM",active
61,20.0,95.0,335.0,Hyundai i20 1.4 AT - 2011,"Em Cần bán chiếc hyundai i20 AT SX 2011, số tự động bản đủ nhập hàn quốc xe như hình.Xe trang bị động cơ 1.4AT máy eco, hệ thống phanh ABS. Túi khí, cửa sổ trời điều hòa auto, của kính auto, vô lăng tích hợp ….",212000000,2011,140000,"Việt Hưng, Long biên Hà Nội",active
62,47.0,276.0,1111.0,Toyota Innova 2.0E - 2015,"Em cần bán innova bản e 2015 

Tên tư nhân không dịch vụ

Em cảm kết không đâm đụng ngập nước máy số nguyên bản",320000000,2015,133000,"Việt Hưng, Long biên Hà Nội",active
63,47.0,267.0,1038.0,Toyota Camry 2.0Q - 2024,"CAMRY ĐỈNH CAO SIÊU LƯỚT.

- Bán xe Toyota Camry 2.0Q 2024, số tự động, màu trắng, nhập khẩu.

- Xe đã đi chuẩn lướt 7.000 km, chủ đi giữ kỹ nên xe đẹp tuyệt vời, full lịch sử bảo dưỡng hãng.

- Xe màu trắng, nội thất kem, trang bị Full option các tính năng cao cấp nhất.

- Xe được cam kết chất lượng: Không tai nạn đâm đụng, không ngập nước thủy kích, chuẩn đồng hồ km không tua, pháp lý sang tên chuẩn.

- Xem xe bao thầy thợ kiểm tra và test hãng toàn quốc, check test theo yêu cầu người mua.

- Xe zin nguyên bản từ nhà sản xuất không lỗi nhỏ, keo chỉ số máy nguyên zin, gầm sáng đẹp, 4 lốp zin theo xe, bánh sơ cua chưa hạ.

- Hỗ trợ vay ngân hàng 60 - 70% giá trị xe.

- Hỗ trợ sang tên.

- Hỗ trợ giao xe toàn quốc.

- Bảo hành khi mua (còn bảo hành chính hãng toàn quốc đến năm 2028).

- Bên em bán có văn bản cam kết chất lượng xe.

- Có nhận giao lưu, trao đổi các dòng xe khác.",1145000000,2024,7000,"TP. Thủ Đức TP HCM 
								 Xem gian hàng  ⇨",active
64,47.0,280.0,1133.0,Toyota Prado TXL 2.7L - 2014,"•E có Toyota Land Cruiser Prado TXL 2.7 sx 2014 dky 2015 - 1 Chủ duy nhất rất giữ gìn và bảo dưỡng đầy nên xe còn cực mới, máy số nổ êm ru, gầm bệ chắc nịch - chạy thử 1 vòng chắc chắn hài lòng

•Cam kết động cơ nguyên bản, k tai nạn,k ngập nước, bao test hãng hoặc mọi gara nếu phát hiện lỗi sai cam kết e xin trả mọi chi phí ạ 

•Bên e bảo hành 06-12 tháng về máy và hộp số 

•Có hỗ trợ trả góp ngân hàng lãi suất thấp thời gian vay dài

•Giá rất hợp lý và có thương lượng sâu cho ace thiện chí

•Quý anh chị hợp nhu cầu alo hoăc zalo e nhé",995000000,2014,135000,"321 Phạm Văn Đồng - Bắc Từ Liêm Hà Nội 
								 Xem gian hàng  ⇨",active
65,15.0,57.0,168.0,Ford Everest Titanium 2.0L 4x2 AT - 2022,"Ford Everest titanium 2022, siêu lướt, xe được kiểm tra 167 điểm theo tiêu chuẩn của Ford Việt Nam, xe cam kết nguyên xin, xe không đâm đụng, không tựa km, không bị thủy kích.",1170000000,2022,24000,"Kinh Dương Vương, Bình Tân TP HCM",active
66,15.0,57.0,167.0,Ford Everest Sport 2.0L 4x2 AT - 2023,"Ford Everest sport 4x2 AT, máy móc nguyên zin còn mới 98 %, xe được kiểm tra 167 điểm theo quy trình ford việt nam, xe cam kết không đâm đụng, không tua đồng hồ km, không thủy kích, xe được bảo hành theo chính sách nhà máy ford việt nam trên toàn quốc.",1090000000,2023,18800,"Kinh Dương Vương, Bình Tân TP HCM",active
67,47.0,276.0,1111.0,Toyota Innova 2.0E - 2019,"Toyota innova 2.0 E, xe đẹp nguyên zin, xe được kiểm tra 167 điểm theo quy trình của ford, xe cam kết không đâm đụng, không thủy kích, xe 1 đời chủ từ đầu, Anh Chị quan tâm vui lòng liên hệ trực tiếp để trao đổi cụ thể hơn",460000000,2019,151000,"Kinh Dương Vương, Bình Tân TP HCM",active
68,15.0,57.0,168.0,Ford Everest Titanium 2.0L 4x2 AT - 2021,"Siêu cọp ! Em mới về thêm chiếc Ford Everest 2.0 Biturbo sx 2021 Titalium . Xe zin 3,9 vạn 

Xe đẹp nguyên zin 


- Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc.				

- Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng.				

- Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe				


Liên hệ để biết thêm thông tin xe",938000000,2021,39000,"36 Xuân Tảo - Xuân La - Tây Hồ Hà Nội 
														Website: auto689.bonbanh.com",active
69,20.0,85.0,290.0,Hyundai Azera 3.3 AT - 2007,"Hyundai AZERA sản xuất 2007 bản nội địa Hàn Quốc xuất sang thị trường Bắc Mỹ . Xe được trang bị động cơ V6 - 3.3 với âm thanh vũ trường Infinity12.1 và 12 bóng khí an toàn tuyệt đối , 2 ghế điện chỉnh 8 hướng cùng với sự vận hành hoàn hảo tạo nên 1 tác phẩm kinh điển cho dòng họ đầu tiên của Genersiss .",238000000,2007,200000,"Thanh Xuân Hà Nội 
								 Xem gian hàng  ⇨",active
70,47.0,292.0,1173.0,Toyota Vios 1.5E MT - 2018,"Gia đình đổi xe mới cần bán Vios E số sàn sản xuất 2018 màu trắng rất đẹp. Xe nguyên bản 1 đời chủ chưa sang tên lần nào , hiện trạng xe nguyên bản đã thêm rất nhiều phụ kiện cho xe : Bọc ghế da xịn , Màn hinh Androi 10,9 Inch Camera trước sau full HD , vỏ mới thay cả dàng Michelin, mới bảo dưỡng xong đang trong tình trạng hoàn hảo . ( Đặt biệt xe không kinh doanh dịch vụ taxi ) Vận hành rất mượt mà , chính chủ ký bán thu hồi biển số , có bớt lộc cho người mua thiện chí , xin cảm ơn!",268000000,2018,68689,haithanh7999@gmail.com TP HCM,active
71,29.0,159.0,642.0,Mazda 2 Luxury - 2021,"Chính chủ bán xe Mazda 2 tại Hà Nội

- Màu đỏ 46v

- Bản Luxury Sx 2021, đăng kí 2021

- Một chủ từ đầu

- Full lịch sử bảo dưỡng hãng

- Đã đi 50.000km

- Xem xe xin liên hệ


Liên hệ chính chủ",420000000,2021,50000,"Thị trấn Quốc Oai, Huyện Quốc Oai, Tp Hà Nội Hà Nội",active
72,20.0,103.0,385.0,Hyundai Tucson 1.6 AT Turbo - 2019,"Hyundai Tucson động cơ 1.6Turbo 2019 Xe Trang bị :

 -Phanh tay điện tử, Auto hold , hỗ trợ đổ đèo cruise control ga tự động

 -Điều hòa auto 2 vùng độc lập, 2 ghế điện bên lái và phụ, cửa sổ trời paronama , cốp điện ..... 

- Động cơ hộp số nguyên bản zin không đâm va , ngập nước bao check mọi nơi 


Hỗ trợ sang tên vay ngân hàng ....",719000000,2019,70000,"10 Nguyễn Văn Cừ - Long Biên - Hà Nôin Hà Nội 
														Website: autolongbien.bonbanh.com",active
73,24.0,129.0,512.0,Kia Rondo GAT - 2017,"Kia Rondo GAT màu đỏ sản xuất 2017 động cơ 2.0L nội thất ( 5+2 ) Số tự động máy xăng bản Deluxe Option: nội thất ghế da kem, vô lăng tích hợp phím 

- gương gập chỉnh điện - Ga tự động Cruise Control, màn hình DVD giải trí 

- camera lùi Hỗ trợ kiểm tra test hãng theo yêu cầu 

-Hỗ trợ ngân hàng tối đa 70% 


AUTO LONG BIÊN

10 NGUYỄN VĂN CỪ - LONG BIÊN - HÀ NỘI",415000000,2017,81000,"10 Nguyễn Văn Cừ - Long Biên - Hà Nôin Hà Nội 
														Website: autolongbien.bonbanh.com",active
74,47.0,269.0,1064.0,Toyota Corolla Cross 1.8HV - 2021,"Toyota Corolla Cross 1.8HV 2021

Màu đen, nội thất nâu

Odo: 30.000km

Hỗ trợ trả góp ngân hàng",745000000,2021,30000,"192-194-196 Đường số 30, Bình Trị Đông B, Bình Tân TP HCM 
								 Xem gian hàng  ⇨",active
75,47.0,267.0,1042.0,Toyota Camry 2.5Q - 2021,"Giá cả còn thương lượng, liên hệ để có giá tốt

Toyota Camry 2.5Q 2021 màu đen, nội thất kem

Odo: 41.000km

Cam kết: không đâm đụng, không ngập nước, odo chuẩn

Hỗ trợ trả góp ngân hàng tối đa",969000000,2021,41000,"192-194-196 Đường số 30, Bình Trị Đông B, Bình Tân TP HCM 
								 Xem gian hàng  ⇨",active
76,29.0,160.0,647.0,Mazda 3 1.5 AT - 2018,"Mazda 3 Sedan 1.5AT 2018 Facelift màu đó

Xe trang bị gồm :ghế điện,màn hình DVD, camera lùi, vô lăng tích hợp, cửa nóc, điêu hòa tự động, túi khí, gương gập điện, Bluetooth, kết nối USB/Ipod

Radio, 6 loa, phanh tay điện tứ, ABS, EBD,..cùng nhiều tiện ích khác.

Đã lên giàn lốp michelin mới cứng 

Cam kết xe nguyên bản không đâm đụng , ngập nước

Hỗ trợ mọi thủ tục vay ngân hàng sang tên lãi

suất ưu đãi",456000000,2018,75000,"10 Nguyễn Văn Cừ - Long Biên - Hà Nôin Hà Nội 
														Website: autolongbien.bonbanh.com",active
77,47.0,276.0,1111.0,Toyota Innova 2.0E - 2019,"INNOVA ĐỈNH CAO SIÊU LƯỚT.

- Bán xe Toyota innova 2019, số sàn, máy xăng 2.0E, màu bạc.

- Xe đi siêu lướt chuẩn 26.000 km, xe đi ít nên chất xe rất đẹp, chủ yếu trùm mền là nhiều, chủ đi giữ kỹ nên xe đẹp tuyệt vời, full lịch sử bảo dưỡng hãng.

- Xe trang bị: Dán film cách nhiệt, Thảm sàn, Bọc sàn simili, Bọc da ghế, Camera hành trình, ...

- Xe được cam kết chất lượng: Không tai nạn đâm đụng, không ngập nước thủy kích, chuẩn đồng hồ km không tua, pháp lý sang tên chuẩn.

- Xem xe bao thầy thợ kiểm tra và test hãng toàn quốc, check test theo yêu cầu người mua.

- Xe zin nguyên bản từ nhà sản xuất không lỗi nhỏ, keo chỉ số máy nguyên zin, gầm sáng đẹp, 4 lốp zin theo xe.

- Hỗ trợ vay ngân hàng 60 – 70% giá trị xe.

- Hỗ trợ sang tên.

- Hỗ trợ giao xe toàn quốc.

- Bảo hành khi mua.

- Bên em bán có văn bản cam kết chất lượng xe.

- Có nhận giao lưu, trao đổi các dòng xe khác.",488000000,2019,26000,"TP. Thủ Đức TP HCM 
								 Xem gian hàng  ⇨",active
